○ 범죄 발생 및 검거 현황(전국) [],,,,,,,
죄종별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
기타통화에관한죄,검거인원[명],명,250,488,287,338,215
기타통화에관한죄,남자검거인원[명],명,41,98,40,45,28
기타통화에관한죄,여자검거인원[명],명,5,17,9,18,10
기타통화에관한죄,불상검거인원[명],명,204,373,238,275,177
기타통화에관한죄,법인체[개],개,-,-,-,-,-
문서·인장,발생건수[건],건,13295,12452,12290,11343,11533
문서·인장,검거건수[건],건,11265,10878,10794,9610,9055
문서·인장,발생건수 대비 검거건수[%],%,84.7,87.4,87.8,84.7,78.5
문서·인장,검거인원[명],명,20007,17306,16864,17788,17863
문서·인장,남자검거인원[명],명,13730,12042,11673,12272,11740
문서·인장,여자검거인원[명],명,5013,4363,4312,4461,4317
문서·인장,불상검거인원[명],명,1264,901,879,1055,1806
문서·인장,법인체[개],개,79,76,60,73,79
공문서위조·변조,발생건수[건],건,2679,2400,2205,2312,2217
공문서위조·변조,검거건수[건],건,2348,2095,1873,1957,1794
공문서위조·변조,발생건수 대비 검거건수[%],%,87.6,87.3,84.9,84.6,80.9
공문서위조·변조,검거인원[명],명,4808,4251,4013,4013,3928
공문서위조·변조,남자검거인원[명],명,3106,2661,2606,2541,2319
공문서위조·변조,여자검거인원[명],명,1444,1330,1151,1156,1174
공문서위조·변조,불상검거인원[명],명,258,260,256,316,435
공문서위조·변조,법인체[개],개,6,11,18,12,24
공전자기록등위작·변작,발생건수[건],건,27,33,55,49,63
공전자기록등위작·변작,검거건수[건],건,23,31,48,40,58
공전자기록등위작·변작,발생건수 대비 검거건수[%],%,85.2,93.9,87.3,81.6,92.1
공전자기록등위작·변작,검거인원[명],명,87,47,83,114,141
공전자기록등위작·변작,남자검거인원[명],명,45,40,61,46,86
공전자기록등위작·변작,여자검거인원[명],명,42,7,22,60,51
공전자기록등위작·변작,불상검거인원[명],명,-,-,-,8,4
공전자기록등위작·변작,법인체[개],개,-,-,-,-,-
사문서위조·변조,발생건수[건],건,9478,8809,8590,7961,7604
사문서위조·변조,검거건수[건],건,8107,7758,7585,6875,6400
사문서위조·변조,발생건수 대비 검거건수[%],%,85.5,88.1,88.3,86.4,84.2
사문서위조·변조,검거인원[명],명,13871,11961,11881,12416,11809
사문서위조·변조,남자검거인원[명],명,9788,8658,8379,8877,8377
사문서위조·변조,여자검거인원[명],명,3373,2832,2978,3037,2844
사문서위조·변조,불상검거인원[명],명,710,471,524,502,588
사문서위조·변조,법인체[개],개,66,53,39,57,51
사전자기록등위작·변작,발생건수[건],건,461,342,348,563,1157
사전자기록등위작·변작,검거건수[건],건,237,213,257,370,429
사전자기록등위작·변작,발생건수 대비 검거건수[%],%,51.4,62.3,73.9,65.7,37.1
사전자기록등위작·변작,검거인원[명],명,502,438,413,677,1395
사전자기록등위작·변작,남자검거인원[명],명,227,212,262,387,546
사전자기록등위작·변작,여자검거인원[명],명,71,124,95,130,173
사전자기록등위작·변작,불상검거인원[명],명,204,102,56,160,676
사전자기록등위작·변작,법인체[개],개,2,11,1,4,4
공인등의위조·부정사용및행사,발생건수[건],건,476,704,950,283,313
공인등의위조·부정사용및행사,검거건수[건],건,392,635,907,212,222
공인등의위조·부정사용및행사,발생건수 대비 검거건수[%],%,82.4,90.2,95.5,74.9,70.9
공인등의위조·부정사용및행사,검거인원[명],명,470,364,262,284,339
공인등의위조·부정사용및행사,남자검거인원[명],명,382,292,209,208,241
공인등의위조·부정사용및행사,여자검거인원[명],명,16,11,15,11,11
공인등의위조·부정사용및행사,불상검거인원[명],명,72,61,38,65,87
공인등의위조·부정사용및행사,법인체[개],개,1,1,1,-,-
사인등의위조·부정사용및행사,발생건수[건],건,174,164,142,175,179
사인등의위조·부정사용및행사,검거건수[건],건,158,146,124,156,152
사인등의위조·부정사용및행사,발생건수 대비 검거건수[%],%,90.8,89,87.3,89.1,84.9
사인등의위조·부정사용및행사,검거인원[명],명,269,245,212,284,251
사인등의위조·부정사용및행사,남자검거인원[명],명,182,179,156,213,171
사인등의위조·부정사용및행사,여자검거인원[명],명,67,59,51,67,64
사인등의위조·부정사용및행사,불상검거인원[명],명,20,7,5,4,16
사인등의위조·부정사용및행사,법인체[개],개,4,-,1,-,-
유가증권인지,발생건수[건],건,219,217,197,140,84
유가증권인지,검거건수[건],건,184,161,153,103,68
유가증권인지,발생건수 대비 검거건수[%],%,84,74.2,77.7,73.6,81
유가증권인지,검거인원[명],명,423,384,332,252,136
유가증권인지,남자검거인원[명],명,333,291,254,178,102
유가증권인지,여자검거인원[명],명,56,49,48,40,23
유가증권인지,불상검거인원[명],명,34,44,30,34,11
유가증권인지,법인체[개],개,2,-,2,5,-
유가증권위조·변조,발생건수[건],건,218,217,152,140,84
유가증권위조·변조,검거건수[건],건,183,161,111,103,68
유가증권위조·변조,발생건수 대비 검거건수[%],%,83.9,74.2,73,73.6,81
유가증권위조·변조,검거인원[명],명,422,384,282,252,136
유가증권위조·변조,남자검거인원[명],명,332,291,214,178,102
유가증권위조·변조,여자검거인원[명],명,56,49,39,40,23
유가증권위조·변조,불상검거인원[명],명,34,44,29,34,11
유가증권위조·변조,법인체[개],개,2,-,2,5,-
우표(인지)등위조·변조,발생건수[건],건,1,-,45,-,-
우표(인지)등위조·변조,검거건수[건],건,1,-,42,-,-
우표(인지)등위조·변조,발생건수 대비 검거건수[%],%,100,-,93.3,-,-
우표(인지)등위조·변조,검거인원[명],명,1,-,50,-,-
우표(인지)등위조·변조,남자검거인원[명],명,1,-,40,-,-
우표(인지)등위조·변조,여자검거인원[명],명,-,-,9,-,-
우표(인지)등위조·변조,불상검거인원[명],명,-,-,1,-,-
우표(인지)등위조·변조,법인체[개],개,-,-,-,-,-
사기,발생건수[건],건,241613,231489,270029,304472,347675
사기,검거건수[건],건,197359,183974,202300,225121,237407
사기,발생건수 대비 검거건수[%],%,81.7,79.5,74.9,73.9,68.3
사기,검거인원[명],명,286727,273843,315627,349329,369317
사기,남자검거인원[명],명,189980,174155,189100,201152,209019
사기,여자검거인원[명],명,52932,49148,56091,61483,60870
사기,불상검거인원[명],명,43815,50540,70436,86694,99428
사기,법인체[개],개,685,641,660,708,678
사기,발생건수[건],건,230915,222103,260665,293940,331173
사기,검거건수[건],건,189835,177599,194686,216737,227379
사기,발생건수 대비 검거건수[%],%,82.2,80,74.7,73.7,68.7
사기,검거인원[명],명,273255,259371,298243,328026,338902
사기,남자검거인원[명],명,182124,165299,177274,186547,190237
사기,여자검거인원[명],명,50981,46609,51621,56430,54920
사기,불상검거인원[명],명,40150,47463,69348,85049,93745
사기,법인체[개],개,590,558,598,606,599
사기(상습),발생건수[건],건,3325,1279,827,653,1023
사기(상습),검거건수[건],건,3217,1247,784,600,1008
사기(상습),발생건수 대비 검거건수[%],%,96.8,97.5,94.8,91.9,98.5
사기(상습),검거인원[명],명,1126,918,562,456,459
사기(상습),남자검거인원[명],명,1035,786,443,400,396
사기(상습),여자검거인원[명],명,88,129,106,56,52
사기(상습),불상검거인원[명],명,3,3,13,-,11
사기(상습),법인체[개],개,-,2,1,-,-
준사기,발생건수[건],건,93,122,146,119,161
준사기,검거건수[건],건,82,107,132,107,141
준사기,발생건수 대비 검거건수[%],%,88.2,87.7,90.4,89.9,87.6
준사기,검거인원[명],명,156,232,236,211,277
준사기,남자검거인원[명],명,115,158,161,141,196
준사기,여자검거인원[명],명,37,69,68,59,71
준사기,불상검거인원[명],명,4,5,7,11,10
준사기,법인체[개],개,1,-,-,1,-
준사기(상습),발생건수[건],건,-,1,1,2,197
준사기(상습),검거건수[건],건,-,1,1,2,197
준사기(상습),발생건수 대비 검거건수[%],%,-,100,100,100,100
준사기(상습),검거인원[명],명,-,2,1,5,4
준사기(상습),남자검거인원[명],명,-,1,-,2,3
준사기(상습),여자검거인원[명],명,-,1,1,3,1
준사기(상습),불상검거인원[명],명,-,-,-,-,-
준사기(상습),법인체[개],개,-,-,-,-,-
컴퓨터등사용사기,발생건수[건],건,5014,4008,2415,2914,7381
컴퓨터등사용사기,검거건수[건],건,2339,1643,1508,1613,1988
컴퓨터등사용사기,발생건수 대비 검거건수[%],%,46.6,41,62.4,55.4,26.9
컴퓨터등사용사기,검거인원[명],명,6536,5005,2539,3550,8215
컴퓨터등사용사기,남자검거인원[명],명,2331,1686,1331,1761,2164
컴퓨터등사용사기,여자검거인원[명],명,708,417,328,398,583
컴퓨터등사용사기,불상검거인원[명],명,3497,2902,880,1391,5468
컴퓨터등사용사기,법인체[개],개,5,4,2,3,6
편의시설부정이용,발생건수[건],건,212,695,805,1203,1630
편의시설부정이용,검거건수[건],건,141,512,638,948,1281
편의시설부정이용,발생건수 대비 검거건수[%],%,66.5,73.7,79.3,78.8,78.6
편의시설부정이용,검거인원[명],명,223,763,926,1384,1820
편의시설부정이용,남자검거인원[명],명,163,565,735,1086,1494
편의시설부정이용,여자검거인원[명],명,44,110,125,201,249
편의시설부정이용,불상검거인원[명],명,16,88,66,97,77
편의시설부정이용,법인체[개],개,2,16,10,14,19
부당이득,발생건수[건],건,45,41,58,42,72
부당이득,검거건수[건],건,41,32,46,33,64
부당이득,발생건수 대비 검거건수[%],%,91.1,78,79.3,78.6,88.9
부당이득,검거인원[명],명,61,57,71,62,103
부당이득,남자검거인원[명],명,48,41,47,44,83
부당이득,여자검거인원[명],명,13,11,21,17,20
부당이득,불상검거인원[명],명,-,5,3,1,-
부당이득,법인체[개],개,-,1,1,-,1
부당이득(상습),발생건수[건],건,-,-,-,-,1
부당이득(상습),검거건수[건],건,-,-,-,-,-
부당이득(상습),발생건수 대비 검거건수[%],%,-,-,-,-,-
부당이득(상습),검거인원[명],명,-,-,-,-,1
부당이득(상습),남자검거인원[명],명,-,-,-,-,1
부당이득(상습),여자검거인원[명],명,-,-,-,-,-
부당이득(상습),불상검거인원[명],명,-,-,-,-,-
부당이득(상습),법인체[개],개,-,-,-,-,-
특경법(사기),발생건수[건],건,1977,2013,2553,2436,2572
특경법(사기),검거건수[건],건,1674,1638,2005,2001,2019
특경법(사기),발생건수 대비 검거건수[%],%,84.7,81.4,78.5,82.1,78.5
특경법(사기),검거인원[명],명,5326,4839,5890,5876,6472
특경법(사기),남자검거인원[명],명,4129,3758,4636,4630,5118
특경법(사기),여자검거인원[명],명,1052,1013,1136,1105,1253
특경법(사기),불상검거인원[명],명,145,68,118,141,101
특경법(사기),법인체[개],개,87,58,48,82,43
보험사기방지특별법위반,발생건수[건],건,32,1227,2559,3163,3465
보험사기방지특별법위반,검거건수[건],건,30,1195,2500,3080,3330
보험사기방지특별법위반,발생건수 대비 검거건수[%],%,93.8,97.4,97.7,97.4,96.1
보험사기방지특별법위반,검거인원[명],명,44,2656,7159,9759,13064
보험사기방지특별법위반,남자검거인원[명],명,35,1861,4473,6541,9327
보험사기방지특별법위반,여자검거인원[명],명,9,789,2685,3214,3721
보험사기방지특별법위반,불상검거인원[명],명,-,6,1,4,16
보험사기방지특별법위반,법인체[개],개,-,2,-,2,10
횡령,발생건수[건],건,50053,50498,55113,58508,58889
횡령,검거건수[건],건,26470,25690,27107,27091,27883
횡령,발생건수 대비 검거건수[%],%,52.9,50.9,49.2,46.3,47.3
횡령,검거인원[명],명,38582,36263,37875,38010,39182
횡령,남자검거인원[명],명,29603,27256,28054,27905,28762
횡령,여자검거인원[명],명,7825,7698,8463,8612,9132
횡령,불상검거인원[명],명,1154,1309,1358,1493,1288
횡령,법인체[개],개,65,61,74,86,100
횡령,발생건수[건],건,12982,10959,10930,10651,11307
횡령,검거건수[건],건,11273,9332,9236,8907,9027
횡령,발생건수 대비 검거건수[%],%,86.8,85.2,84.5,83.6,79.8
횡령,검거인원[명],명,17144,14153,14432,13767,13839
횡령,남자검거인원[명],명,13592,11151,11136,10531,10622
횡령,여자검거인원[명],명,3225,2719,2937,2954,3023
횡령,불상검거인원[명],명,327,283,359,282,194
횡령,법인체[개],개,36,36,33,32,26
업무상횡령,발생건수[건],건,6024,5909,6680,6031,5792
업무상횡령,검거건수[건],건,5613,5423,6138,5433,5192
업무상횡령,발생건수 대비 검거건수[%],%,93.2,91.8,91.9,90.1,89.6
업무상횡령,검거인원[명],명,9702,9082,9295,9241,9452
업무상횡령,남자검거인원[명],명,7625,7196,7198,7215,7224
업무상횡령,여자검거인원[명],명,1903,1780,1958,1888,2032
업무상횡령,불상검거인원[명],명,174,106,139,138,196
업무상횡령,법인체[개],개,26,21,30,50,59
점유이탈물등횡령,발생건수[건],건,30496,33012,36767,41198,41087
점유이탈물등횡령,검거건수[건],건,9118,10404,11126,12215,13075
점유이탈물등횡령,발생건수 대비 검거건수[%],%,29.9,31.5,30.3,29.6,31.8
점유이탈물등횡령,검거인원[명],명,10529,11866,12420,13633,14381
점유이탈물등횡령,남자검거인원[명],명,7420,8005,8307,9120,9768
점유이탈물등횡령,여자검거인원[명],명,2471,2968,3267,3465,3733
점유이탈물등횡령,불상검거인원[명],명,638,893,846,1048,880
점유이탈물등횡령,법인체[개],개,-,-,1,1,-
특경법(횡령),발생건수[건],건,551,618,736,628,703
특경법(횡령),검거건수[건],건,466,531,607,536,589
특경법(횡령),발생건수 대비 검거건수[%],%,84.6,85.9,82.5,85.4,83.8
특경법(횡령),검거인원[명],명,1207,1162,1728,1369,1510
특경법(횡령),남자검거인원[명],명,966,904,1413,1039,1148
특경법(횡령),여자검거인원[명],명,226,231,301,305,344
특경법(횡령),불상검거인원[명],명,15,27,14,25,18
특경법(횡령),법인체[개],개,3,4,10,3,15
배임,발생건수[건],건,4358,3706,4344,4566,4092
배임,검거건수[건],건,3958,3331,3904,4065,3545
배임,발생건수 대비 검거건수[%],%,90.8,89.9,89.9,89,86.6
배임,검거인원[명],명,7944,8102,8612,8593,8726
배임,남자검거인원[명],명,6223,6509,6726,6599,6766
배임,여자검거인원[명],명,1501,1380,1584,1631,1688
배임,불상검거인원[명],명,220,213,302,363,272
배임,법인체[개],개,44,47,56,61,49
배임,발생건수[건],건,1486,1355,1301,1264,1081
배임,검거건수[건],건,1346,1214,1155,1102,918
배임,발생건수 대비 검거건수[%],%,90.6,89.6,88.8,87.2,84.9
배임,검거인원[명],명,2335,2205,2075,2131,1788
배임,남자검거인원[명],명,1568,1527,1430,1397,1200
배임,여자검거인원[명],명,705,619,596,590,533
배임,불상검거인원[명],명,62,59,49,144,55
배임,법인체[개],개,6,11,12,19,16
업무상배임,발생건수[건],건,2254,1715,1964,2671,2332
업무상배임,검거건수[건],건,2068,1555,1771,2422,2052
업무상배임,발생건수 대비 검거건수[%],%,91.7,90.7,90.2,90.7,88
업무상배임,검거인원[명],명,3835,3535,4214,4566,4852
업무상배임,남자검거인원[명],명,3116,2859,3375,3626,3829
업무상배임,여자검거인원[명],명,606,555,674,771,873
업무상배임,불상검거인원[명],명,113,121,165,169,150
업무상배임,법인체[개],개,22,31,25,39,27
배임수재,발생건수[건],건,181,198,193,127,111
배임수재,검거건수[건],건,172,187,169,121,98
배임수재,발생건수 대비 검거건수[%],%,95,94.4,87.6,95.3,88.3
배임수재,검거인원[명],명,508,753,693,423,362
배임수재,남자검거인원[명],명,473,692,584,362,288
배임수재,여자검거인원[명],명,28,60,109,59,55
배임수재,불상검거인원[명],명,7,1,-,2,19
배임수재,법인체[개],개,3,-,6,1,1
배임증재,발생건수[건],건,36,38,28,38,21
배임증재,검거건수[건],건,31,33,27,34,19
배임증재,발생건수 대비 검거건수[%],%,86.1,86.8,96.4,89.5,90.5
배임증재,검거인원[명],명,236,409,231,158,213
배임증재,남자검거인원[명],명,218,366,209,141,167
배임증재,여자검거인원[명],명,14,25,21,17,39
배임증재,불상검거인원[명],명,4,18,1,-,7
배임증재,법인체[개],개,1,1,-,1,1
특경법(배임),발생건수[건],건,367,362,813,430,501
특경법(배임),검거건수[건],건,310,308,749,354,424
특경법(배임),발생건수 대비 검거건수[%],%,84.5,85.1,92.1,82.3,84.6
특경법(배임),검거인원[명],명,957,1087,1282,1214,1420
특경법(배임),남자검거인원[명],명,782,961,1029,983,1203
특경법(배임),여자검거인원[명],명,141,114,170,183,178
특경법(배임),불상검거인원[명],명,34,12,83,48,39
특경법(배임),법인체[개],개,12,4,11,1,4
특경법(수재등),발생건수[건],건,14,20,19,13,16
특경법(수재등),검거건수[건],건,13,19,14,11,16
특경법(수재등),발생건수 대비 검거건수[%],%,92.9,95,73.7,84.6,100
특경법(수재등),검거인원[명],명,26,78,69,39,40
특경법(수재등),남자검거인원[명],명,23,72,58,35,31
특경법(수재등),여자검거인원[명],명,3,6,7,4,8
특경법(수재등),불상검거인원[명],명,-,-,4,-,1
특경법(수재등),법인체[개],개,-,-,-,-,-
특경법(증재등),발생건수[건],건,2,1,1,3,4
특경법(증재등),검거건수[건],건,2,1,1,2,3
특경법(증재등),발생건수 대비 검거건수[%],%,100,100,100,66.7,75
특경법(증재등),검거인원[명],명,11,2,9,10,8
특경법(증재등),남자검거인원[명],명,9,1,9,10,6
특경법(증재등),여자검거인원[명],명,2,1,-,-,1
특경법(증재등),불상검거인원[명],명,-,-,-,-,1
특경법(증재등),법인체[개],개,-,-,-,-,-
특경법(알선수재),발생건수[건],건,18,17,25,20,26
특경법(알선수재),검거건수[건],건,16,14,18,19,15
특경법(알선수재),발생건수 대비 검거건수[%],%,88.9,82.4,72,95,57.7
특경법(알선수재),검거인원[명],명,36,33,39,52,43
특경법(알선수재),남자검거인원[명],명,34,31,32,45,42
특경법(알선수재),여자검거인원[명],명,2,-,7,7,1
특경법(알선수재),불상검거인원[명],명,-,2,-,-,-
특경법(알선수재),법인체[개],개,-,-,2,-,-
풍속범죄,발생건수[건],건,26165,22501,20162,21153,22632
풍속범죄,검거건수[건],건,24600,21089,18390,19279,20514
풍속범죄,발생건수 대비 검거건수[%],%,94,93.7,91.2,91.1,90.6
풍속범죄,검거인원[명],명,47289,37567,34347,35901,36974
풍속범죄,남자검거인원[명],명,40716,31837,28720,30342,31673
풍속범죄,여자검거인원[명],명,5359,4568,4115,4082,3713
풍속범죄,불상검거인원[명],명,1214,1162,1512,1477,1588
풍속범죄,법인체[개],개,11,12,73,43,19
성풍속범죄,발생건수[건],건,12719,13812,14158,13145,14497
성풍속범죄,검거건수[건],건,11416,12553,12505,11452,12625
성풍속범죄,발생건수 대비 검거건수[%],%,89.8,90.9,88.3,87.1,87.1
성풍속범죄,검거인원[명],명,12094,13005,14137,13790,15064
성풍속범죄,남자검거인원[명],명,10864,11624,12282,12116,13143
성풍속범죄,여자검거인원[명],명,507,558,627,606,664
성풍속범죄,불상검거인원[명],명,723,823,1228,1068,1257
성풍속범죄,법인체[개],개,10,12,73,39,17
간통,발생건수[건],건,2,-,1,2,-
간통,검거건수[건],건,-,-,-,1,-
간통,발생건수 대비 검거건수[%],%,-,-,-,50,-
간통,검거인원[명],명,2,-,2,3,-
간통,남자검거인원[명],명,1,-,1,-,-
간통,여자검거인원[명],명,1,-,1,2,-
간통,불상검거인원[명],명,-,-,-,1,-
간통,법인체[개],개,-,-,-,-,-
혼인빙자간음,발생건수[건],건,-,-,-,-,-
혼인빙자간음,검거건수[건],건,1,1,1,1,-
혼인빙자간음,발생건수 대비 검거건수[%],%,-,-,-,-,-
혼인빙자간음,검거인원[명],명,5,-,1,-,-
혼인빙자간음,남자검거인원[명],명,3,-,1,-,-
혼인빙자간음,여자검거인원[명],명,2,-,-,-,-
혼인빙자간음,불상검거인원[명],명,-,-,-,-,-
혼인빙자간음,법인체[개],개,-,-,-,-,-
혼인빙자간음(위계간음),발생건수[건],건,1,-,-,-,1
혼인빙자간음(위계간음),검거건수[건],건,1,-,-,-,1
혼인빙자간음(위계간음),발생건수 대비 검거건수[%],%,100,-,-,-,100
혼인빙자간음(위계간음),검거인원[명],명,-,-,-,-,1
혼인빙자간음(위계간음),남자검거인원[명],명,-,-,-,-,1
혼인빙자간음(위계간음),여자검거인원[명],명,-,-,-,-,-
혼인빙자간음(위계간음),불상검거인원[명],명,-,-,-,-,-
혼인빙자간음(위계간음),법인체[개],개,-,-,-,-,-
공연음란,발생건수[건],건,2466,2989,2612,2960,2606
공연음란,검거건수[건],건,1948,2479,2017,2304,2064
공연음란,발생건수 대비 검거건수[%],%,79,82.9,77.2,77.8,79.2
공연음란,검거인원[명],명,2040,2597,2210,2579,2271
공연음란,남자검거인원[명],명,1927,2437,2047,2319,2079
공연음란,여자검거인원[명],명,42,47,35,57,43
공연음란,불상검거인원[명],명,71,113,128,203,149
공연음란,법인체[개],개,-,-,-,-,-
음행매개,발생건수[건],건,-,-,-,-,-
음행매개,검거건수[건],건,-,-,-,-,-
음행매개,발생건수 대비 검거건수[%],%,-,-,-,-,-
음행매개,검거인원[명],명,-,-,-,-,-
음행매개,남자검거인원[명],명,-,-,-,-,-
음행매개,여자검거인원[명],명,-,-,-,-,-
음행매개,불상검거인원[명],명,-,-,-,-,-
음행매개,법인체[개],개,-,-,-,-,-
"음화등반포(판매,임대,전시,제조)",발생건수[건],건,22,29,13,12,19
"음화등반포(판매,임대,전시,제조)",검거건수[건],건,19,14,10,9,16
"음화등반포(판매,임대,전시,제조)",발생건수 대비 검거건수[%],%,86.4,48.3,76.9,75,84.2
"음화등반포(판매,임대,전시,제조)",검거인원[명],명,26,45,19,12,8
"음화등반포(판매,임대,전시,제조)",남자검거인원[명],명,5,15,12,9,7
"음화등반포(판매,임대,전시,제조)",여자검거인원[명],명,20,8,2,-,-
"음화등반포(판매,임대,전시,제조)",불상검거인원[명],명,1,22,5,3,1
"음화등반포(판매,임대,전시,제조)",법인체[개],개,1,-,-,-,1
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수[건],건,2412,1986,2463,1482,1409
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거건수[건],건,2059,1684,2056,1163,982
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수 대비 검거건수[%],%,85.4,84.8,83.5,78.5,69.7
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거인원[명],명,2530,2285,2940,2044,1408
정보통신망이용촉진및정보보호등에관한법률(음란물유포),남자검거인원[명],명,1931,1677,2167,1575,902
정보통신망이용촉진및정보보호등에관한법률(음란물유포),여자검거인원[명],명,127,174,194,121,85
정보통신망이용촉진및정보보호등에관한법률(음란물유포),불상검거인원[명],명,472,434,579,348,421
정보통신망이용촉진및정보보호등에관한법률(음란물유포),법인체[개],개,4,12,73,38,13
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수[건],건,5170,6465,5925,5764,4881
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",검거건수[건],건,4891,6220,5613,5442,4617
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",발생건수 대비 검거건수[%],%,94.6,96.2,94.7,94.4,94.6
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",검거인원[명],명,4491,5437,5495,5558,4991
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",남자검거인원[명],명,4340,5174,5108,5108,4519
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",여자검거인원[명],명,117,166,188,278,293
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",불상검거인원[명],명,34,97,199,172,179
"성폭력범죄의처벌등에관한특례법(카메라등이용촬영,반포등)",법인체[개],개,-,-,-,-,-
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수[건],건,1109,1249,1365,1437,2047
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거건수[건],건,1041,1142,1218,1224,1701
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수 대비 검거건수[%],%,93.9,91.4,89.2,85.2,83.1
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거인원[명],명,1163,1324,1581,1590,2296
성폭력범죄의처벌등에관한특례법(통신매체이용음란),남자검거인원[명],명,1062,1186,1330,1323,1861
성폭력범죄의처벌등에관한특례법(통신매체이용음란),여자검거인원[명],명,58,73,87,81,131
성폭력범죄의처벌등에관한특례법(통신매체이용음란),불상검거인원[명],명,43,65,164,186,304
성폭력범죄의처벌등에관한특례법(통신매체이용음란),법인체[개],개,-,-,-,-,-
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수[건],건,470,414,639,666,686
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),검거건수[건],건,442,395,581,627,629
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),발생건수 대비 검거건수[%],%,94,95.4,90.9,94.1,91.7
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),검거인원[명],명,441,403,627,718,687
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),남자검거인원[명],명,436,392,600,691,656
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),여자검거인원[명],명,1,4,7,11,11
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),불상검거인원[명],명,4,7,20,16,20
성폭력범죄의처벌등에관한특례법(성적목적다중이용장소침입),법인체[개],개,-,-,-,-,-
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),발생건수[건],건,831,479,988,735,2621
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),검거건수[건],건,779,418,858,594,2412
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),발생건수 대비 검거건수[%],%,93.7,87.3,86.8,80.8,92
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),검거인원[명],명,1026,616,1030,1151,3131
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),남자검거인원[명],명,909,520,865,999,2915
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),여자검거인원[명],명,19,13,35,13,57
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),불상검거인원[명],명,98,83,130,139,159
아동·청소년의성보호에관한법률위반(아동·청소년성착취물제작·배포등),법인체[개],개,5,-,-,-,3
풍속영업의규제에관한법률,발생건수[건],건,236,201,152,87,76
풍속영업의규제에관한법률,검거건수[건],건,235,200,151,87,76
풍속영업의규제에관한법률,발생건수 대비 검거건수[%],%,99.6,99.5,99.3,100,100
풍속영업의규제에관한법률,검거인원[명],명,370,298,232,135,112
풍속영업의규제에관한법률,남자검거인원[명],명,250,223,151,92,77
풍속영업의규제에관한법률,여자검거인원[명],명,120,73,78,43,34
풍속영업의규제에관한법률,불상검거인원[명],명,-,2,3,-,1
풍속영업의규제에관한법률,법인체[개],개,-,-,-,1,-
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수[건],건,,,,,31
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",검거건수[건],건,,,,,23
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",발생건수 대비 검거건수[%],%,,,,,74.2
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",검거인원[명],명,,,,,35
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",남자검거인원[명],명,,,,,22
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",여자검거인원[명],명,,,,,3
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",불상검거인원[명],명,,,,,10
"성폭력범죄의처벌등에관한특례법(허위영상물편집,반포등)",법인체[개],개,,,,,-
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수[건],건,,,,,120
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",검거건수[건],건,,,,,104
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",발생건수 대비 검거건수[%],%,,,,,86.7
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",검거인원[명],명,,,,,124
"성폭력범죄의처벌등에관한특례법(촬영물등이용협박,강요등)",남자검거인원[명],명,,,,,104
